product_code,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
5000442007617,,Low Calorie,Unknown,Yes
4056489189244,0.03,High Calorie,Low Sugar,Yes
5000354405099,0.04,Moderate Calorie,Low Sugar,Yes
5060088701966,0.84,Moderate Calorie,High Sugar,Yes
5000237117446,0.01,Low Calorie,Low Sugar,No
5018374072719,0.2,Moderate Calorie,Moderate Sugar,No
20653798,0.28,Moderate Calorie,Low Sugar,No
7613031473090,0.01,Moderate Calorie,Low Sugar,No
8410076601704,0.44,High Calorie,High Sugar,Yes
8722700268772,0.64,Low Calorie,Low Sugar,Yes
3046920028417,0.9,High Calorie,High Sugar,Yes
5010204372204,0.21,Low Calorie,Low Sugar,Yes
5010292961229,0.35,Low Calorie,Low Sugar,No
1117404,,Unknown,Unknown,No
5060198820090,,Moderate Calorie,Unknown,No
5000157143075,0.38,Moderate Calorie,Low Sugar,No
5052449437362,1.0,Low Calorie,Low Sugar,No
5057753127275,1.0,Low Calorie,Low Sugar,No
1853315,0.88,Low Calorie,Low Sugar,No
5060283761529,0.01,High Calorie,Low Sugar,No
5060136250194,0.12,Moderate Calorie,Low Sugar,No
4056489238997,0.09,Moderate Calorie,Low Sugar,Yes
5000328018942,0.02,High Calorie,Low Sugar,No
4056489159797,0.06,Moderate Calorie,Low Sugar,Yes
3609200011174,0.08,Moderate Calorie,Low Sugar,Yes
336789,0.05,Moderate Calorie,Low Sugar,Yes
5060092690461,0.73,Low Calorie,Moderate Sugar,No
4088600526089,0.02,Moderate Calorie,Low Sugar,No
5010067371130,0.01,Moderate Calorie,Low Sugar,No
5060446800409,0.33,High Calorie,Low Sugar,No
5000129341157,0.06,Moderate Calorie,Low Sugar,No
5000197541893,0.01,High Calorie,Low Sugar,No
6291003045790,0.72,High Calorie,High Sugar,No
392778,0.79,High Calorie,High Sugar,Yes
6281006408708,,Unknown,Unknown,Yes
3533631572006,1.0,Low Calorie,Low Sugar,No
3228857000876,0.14,Moderate Calorie,Low Sugar,Yes
3229820794549,0.17,Moderate Calorie,Low Sugar,No
7622210400574,0.46,Low Calorie,Low Sugar,Yes
3034470003114,0.98,Moderate Calorie,High Sugar,Yes
3029330069911,0.13,Moderate Calorie,Low Sugar,Yes
3661344221772,0.99,Low Calorie,Moderate Sugar,Yes
3155251205425,0.65,Low Calorie,Low Sugar,Yes
7612100066430,0.74,Low Calorie,Moderate Sugar,Yes
20507350,0.09,Moderate Calorie,Low Sugar,No
3760020505929,0.18,Moderate Calorie,Low Sugar,Yes
3270190007425,0.06,High Calorie,Low Sugar,Yes
87157857,,High Calorie,Unknown,No
3560070401826,0.06,Moderate Calorie,Low Sugar,Yes
8480000141323,0.28,High Calorie,Moderate Sugar,Yes
3412290070088,1.0,Moderate Calorie,Low Sugar,No
3248832967611,0.08,Low Calorie,Low Sugar,No
8852018101017,0.04,Moderate Calorie,Low Sugar,Yes
8480000124937,0.68,High Calorie,Moderate Sugar,Yes
3273220182574,0.0,Low Calorie,Low Sugar,Yes
8480000141132,0.4,High Calorie,Moderate Sugar,Yes
8710605030051,0.86,Low Calorie,Moderate Sugar,No
5449000133724,,Low Calorie,Low Sugar,Yes
4025700001023,0.98,Low Calorie,Low Sugar,Yes
5900020036988,0.14,Moderate Calorie,Low Sugar,Yes
4056489182528,0.52,High Calorie,High Sugar,Yes
3700342358322,1.0,High Calorie,Low Sugar,No
6191534200081,,Low Calorie,Unknown,No
4056489319238,0.0,Low Calorie,Low Sugar,Yes
5099801000352,0.02,Low Calorie,Low Sugar,No
5000147030125,1.0,Low Calorie,Low Sugar,Yes
5059319016603,0.2,Moderate Calorie,Low Sugar,Yes
4056489336136,0.96,Low Calorie,Low Sugar,No
5010044008707,0.13,Moderate Calorie,Low Sugar,Yes
5000128654517,1.0,Low Calorie,Low Sugar,No
8076809582179,0.17,Moderate Calorie,Low Sugar,No
5016887003060,0.45,High Calorie,Low Sugar,No
5060504310000,0.25,Low Calorie,Low Sugar,No
1808414,0.05,Low Calorie,Low Sugar,Yes
5740900404571,1.0,High Calorie,Low Sugar,No
3045320094053,1.0,Moderate Calorie,High Sugar,Yes
4088600441689,0.48,High Calorie,Low Sugar,No
9051209,0.58,High Calorie,Moderate Sugar,Yes
5053990161935,,Unknown,Unknown,Yes
5053827111348,,Moderate Calorie,Unknown,Yes
5051790493904,,Low Calorie,Low Sugar,Yes
5000129339925,0.04,Moderate Calorie,Low Sugar,No
5060811383254,0.05,Moderate Calorie,Low Sugar,Yes
6111170000012,0.16,Moderate Calorie,Moderate Sugar,Yes
8695077006646,,Unknown,Unknown,Yes
6111252420370,1.0,Low Calorie,Low Sugar,No
6111250470827,1.0,Moderate Calorie,Low Sugar,No
6291003088193,0.75,Low Calorie,Low Sugar,Yes
4017100207136,0.65,Low Calorie,Moderate Sugar,Yes
6111259960084,,Low Calorie,Low Sugar,No
3229820804439,0.43,High Calorie,High Sugar,Yes
769503575469,,Moderate Calorie,Unknown,No
59493518,,Low Calorie,Low Sugar,No
8719200274365,1.0,High Calorie,Low Sugar,Yes
6111035503191,,Low Calorie,Low Sugar,No
17192008,,Moderate Calorie,Low Sugar,No
5050083739811,0.19,Moderate Calorie,Moderate Sugar,No
3229820129112,0.11,Low Calorie,Low Sugar,Yes
3036811460259,0.5,Low Calorie,Low Sugar,No
3560070845408,1.0,Low Calorie,Low Sugar,No
3175681845961,0.31,High Calorie,Moderate Sugar,Yes
3564700425923,0.92,Low Calorie,Low Sugar,No
20681968,1.0,Low Calorie,Low Sugar,No
3564700257647,0.67,High Calorie,Moderate Sugar,No
3372900020059,0.9,Moderate Calorie,Moderate Sugar,Yes
4008400221021,1.0,High Calorie,High Sugar,Yes
20155087,0.1,Low Calorie,Low Sugar,No
3250390784807,0.37,High Calorie,Moderate Sugar,Yes
5030765018748,0.69,High Calorie,High Sugar,Yes
8480000140135,0.01,Moderate Calorie,Low Sugar,No
3250391737284,0.82,High Calorie,High Sugar,No
3380380048432,0.03,Moderate Calorie,Low Sugar,No
7613036750011,0.55,Moderate Calorie,High Sugar,Yes
8480000141316,0.37,High Calorie,Moderate Sugar,Yes
7622300631574,0.88,High Calorie,High Sugar,Yes
3228021000084,1.0,High Calorie,Low Sugar,No
5449000020987,,Low Calorie,Low Sugar,Yes
3564706604339,0.16,High Calorie,Low Sugar,Yes
20289119,0.4,Low Calorie,Low Sugar,Yes
8002270936777,1.0,Low Calorie,Low Sugar,Yes
8480000138460,0.7,Low Calorie,Low Sugar,Yes
5411188129899,0.96,Low Calorie,Low Sugar,Yes
16000264694,0.38,Low Calorie,Moderate Sugar,Yes
3092718637958,0.2,Low Calorie,Low Sugar,Yes
5059319024349,0.19,Moderate Calorie,Moderate Sugar,No
4061462190681,0.04,Low Calorie,Low Sugar,No
5000232875303,0.38,Low Calorie,Low Sugar,Yes
96066829,0.86,Moderate Calorie,High Sugar,Yes
5060120285331,0.23,High Calorie,Moderate Sugar,No
4088600169910,0.31,Moderate Calorie,Moderate Sugar,No
3046920028400,0.9,Low Calorie,Low Sugar,Yes
5052675040206,0.6,Moderate Calorie,Low Sugar,No
5010228005195,0.02,Low Calorie,Low Sugar,No
3302740057465,0.28,Low Calorie,Low Sugar,No
8480000867551,0.98,Low Calorie,High Sugar,Yes
5017764003371,0.1,High Calorie,Low Sugar,Yes
5030343834098,0.05,High Calorie,Low Sugar,No
4088600401096,0.03,Moderate Calorie,Low Sugar,No
5060132285190,0.54,High Calorie,Moderate Sugar,Yes
5391528180271,0.04,Low Calorie,Low Sugar,No
4088600165486,0.09,Low Calorie,Low Sugar,No
8402001010187,0.01,Low Calorie,Low Sugar,No
3760278866964,0.45,High Calorie,Low Sugar,No
412896,0.28,Low Calorie,Low Sugar,Yes
4100290080389,0.67,Low Calorie,Low Sugar,Yes
4088600540412,0.21,Moderate Calorie,Low Sugar,No
7622201786373,0.92,High Calorie,High Sugar,Yes
234924,0.05,Low Calorie,Low Sugar,No
6930064880437,0.0,Low Calorie,Low Sugar,No
6191509900671,,High Calorie,Low Sugar,No
6111128000736,,Unknown,Unknown,No
8719200261464,1.0,Moderate Calorie,Low Sugar,Yes
4088600564357,0.87,Moderate Calorie,High Sugar,No
7640154260474,,Unknown,Unknown,No
4084500526754,,Unknown,Unknown,No
6111017047798,,Unknown,Unknown,No
3017760038409,0.76,Moderate Calorie,High Sugar,Yes
3179732333919,,Low Calorie,Low Sugar,No
3048282900646,0.55,High Calorie,High Sugar,Yes
5411188124269,0.63,Low Calorie,Low Sugar,Yes
3587220002269,0.24,Moderate Calorie,Moderate Sugar,Yes
3103220035214,0.65,Moderate Calorie,High Sugar,Yes
3273220181027,0.0,Low Calorie,Low Sugar,No
20034658,,Low Calorie,Unknown,No
3123930711758,1.0,Moderate Calorie,Low Sugar,No
4334035071848,0.0,Moderate Calorie,Low Sugar,No
20114671,0.98,Moderate Calorie,High Sugar,Yes
3254550020262,1.0,High Calorie,Low Sugar,No
20995744,0.07,Moderate Calorie,Low Sugar,No
3270190128717,0.5,Low Calorie,Low Sugar,No
3368390000985,0.6,High Calorie,High Sugar,Yes
3760020508883,0.04,Low Calorie,Low Sugar,Yes
3038359006456,0.87,Low Calorie,Low Sugar,No
8480000390103,0.94,Low Calorie,Low Sugar,No
3023290032312,0.94,Low Calorie,Low Sugar,No
8480000260291,0.07,Low Calorie,Low Sugar,No
3248832967284,0.16,Low Calorie,Low Sugar,No
3560071194345,0.05,Moderate Calorie,Low Sugar,No
3019081238704,0.42,Low Calorie,Low Sugar,No
3252971585858,0.03,Moderate Calorie,Low Sugar,No
4008258154229,0.89,High Calorie,High Sugar,No
8722700136224,0.27,Moderate Calorie,Low Sugar,Yes
3472860001706,0.35,High Calorie,Moderate Sugar,Yes
20055431,0.27,Moderate Calorie,Moderate Sugar,Yes
7622210103505,0.91,Low Calorie,Low Sugar,Yes
20534479,0.88,Moderate Calorie,High Sugar,No
20083892,0.02,Low Calorie,Low Sugar,No
8076809572897,0.28,High Calorie,Moderate Sugar,Yes
7613287598967,0.74,Moderate Calorie,High Sugar,Yes
6130794000116,,Low Calorie,Low Sugar,No
3019081240769,,Low Calorie,Low Sugar,No
8711327370708,0.92,Moderate Calorie,Moderate Sugar,Yes
8410076610614,0.45,Low Calorie,Low Sugar,Yes
3023290063873,0.94,Low Calorie,Low Sugar,No
8718836393488,,Low Calorie,Unknown,Yes
8410707000241,0.86,Low Calorie,Low Sugar,No
3392590205406,0.06,Moderate Calorie,Low Sugar,No
5000157140920,0.81,Low Calorie,Low Sugar,Yes
8710532462505,0.5,Low Calorie,Low Sugar,No
7610900037360,0.92,Low Calorie,Moderate Sugar,Yes
34000052004,0.0,Low Calorie,Low Sugar,No
5060088702307,0.64,Moderate Calorie,Moderate Sugar,Yes
5018735224948,0.3,Moderate Calorie,Moderate Sugar,Yes
96619555505,0.14,Low Calorie,Low Sugar,No
358156,0.02,Moderate Calorie,Low Sugar,No
5010044010137,0.08,Low Calorie,Low Sugar,Yes
5011308000314,0.62,Moderate Calorie,Low Sugar,No
5057373546791,0.79,High Calorie,Low Sugar,No
3760336830357,0.84,Moderate Calorie,High Sugar,No
5010338300876,0.32,High Calorie,Low Sugar,No
30000010402,,Low Calorie,Low Sugar,No
5018735224931,0.32,Low Calorie,Low Sugar,Yes
5060298572431,1.0,Moderate Calorie,High Sugar,No
8445290345608,0.25,Moderate Calorie,Moderate Sugar,Yes
8721800400808,1.0,Moderate Calorie,Low Sugar,No
8410679234002,0.52,High Calorie,Low Sugar,No
4088600043340,,Low Calorie,Unknown,Yes
8422114170806,0.04,High Calorie,Low Sugar,Yes
6111184000749,0.27,Low Calorie,Low Sugar,Yes
1167177,0.0,Low Calorie,Low Sugar,Yes
5036589254218,0.84,Low Calorie,Low Sugar,Yes
5000168036991,0.36,Moderate Calorie,High Sugar,Yes
6111245341439,1.0,Moderate Calorie,Low Sugar,Yes
5060262486931,1.0,Low Calorie,Low Sugar,Yes
5060853640049,0.94,Low Calorie,Low Sugar,Yes
3518070012078,,Unknown,Unknown,Yes
4066447468342,0.83,High Calorie,Low Sugar,No
6111126001810,0.89,Low Calorie,Moderate Sugar,No
6111032002413,,Unknown,Unknown,No
6111250471305,,Low Calorie,Unknown,Yes
6111250010207,0.65,Low Calorie,Low Sugar,Yes
6111031005255,0.69,High Calorie,High Sugar,Yes
6111265930354,,Unknown,Unknown,No
5010338103781,0.03,Low Calorie,Low Sugar,Yes
4061459381702,,Low Calorie,Low Sugar,No
6111242103863,,Unknown,Unknown,No
8001841769189,,Unknown,Unknown,No
3228857002221,0.1,Moderate Calorie,Low Sugar,Yes
6111269970417,0.05,High Calorie,Low Sugar,Yes
3021760400012,0.92,Low Calorie,Moderate Sugar,No
3048282322646,0.53,Moderate Calorie,High Sugar,Yes
3073781099621,0.73,Moderate Calorie,Low Sugar,No
3033491351082,1.0,Low Calorie,Moderate Sugar,Yes
20800680,1.0,Moderate Calorie,High Sugar,No
3175681060524,0.25,High Calorie,Moderate Sugar,Yes
3155250366974,1.0,High Calorie,Low Sugar,No
3421557501630,0.25,Moderate Calorie,Moderate Sugar,No
7613036009102,0.95,Moderate Calorie,High Sugar,Yes
3083680652094,0.04,Low Calorie,Low Sugar,Yes
3124480185020,0.71,Low Calorie,Low Sugar,Yes
3036811363161,0.24,Low Calorie,Low Sugar,Yes
5055953900292,,Unknown,Unknown,No
3095754136010,1.0,Low Calorie,Low Sugar,Yes
3760049797909,0.1,Moderate Calorie,Low Sugar,Yes
8076809535755,0.78,Low Calorie,Low Sugar,Yes
3270190138778,,Low Calorie,Unknown,No
7613034227775,1.0,Low Calorie,Low Sugar,Yes
8715035250307,0.91,Moderate Calorie,High Sugar,Yes
87108026,0.75,Moderate Calorie,High Sugar,Yes
8480000092649,0.55,High Calorie,High Sugar,Yes
8722700035022,0.48,Moderate Calorie,Low Sugar,Yes
20144302,1.0,Low Calorie,Low Sugar,No
8005510007961,,High Calorie,Low Sugar,No
8480000838698,0.14,Moderate Calorie,Low Sugar,Yes
3263670126419,,Moderate Calorie,Low Sugar,No
3019081239237,,Low Calorie,Low Sugar,No
40144382,0.66,High Calorie,High Sugar,Yes
7613287598936,0.92,Moderate Calorie,High Sugar,Yes
4056489021445,1.0,Low Calorie,Low Sugar,No
5411188135005,0.0,Low Calorie,Low Sugar,Yes
20003555,0.99,High Calorie,High Sugar,Yes
3660603081867,0.62,High Calorie,Low Sugar,Yes
5410126676037,0.52,High Calorie,High Sugar,No
3033491729218,0.95,Low Calorie,Low Sugar,Yes
8715700421469,0.98,Low Calorie,Moderate Sugar,No
4056489224525,0.0,Low Calorie,Low Sugar,No
3560071276539,0.75,High Calorie,Moderate Sugar,No
8410376059397,0.01,High Calorie,Low Sugar,Yes
3560071016074,0.08,Moderate Calorie,Low Sugar,No
8410376016789,0.24,High Calorie,Moderate Sugar,Yes
34361454080,1.0,Low Calorie,Low Sugar,No
898999000022,0.93,Low Calorie,Moderate Sugar,No
2006050036158,0.31,High Calorie,Moderate Sugar,Yes
3046920013871,0.98,High Calorie,High Sugar,Yes
5000127521056,0.19,Moderate Calorie,Moderate Sugar,No
5010003054226,0.08,Low Calorie,Low Sugar,Yes
20696351,0.36,Low Calorie,Moderate Sugar,Yes
4017100266416,0.57,High Calorie,High Sugar,Yes
8410599024073,0.84,Moderate Calorie,Low Sugar,No
5051008067439,0.01,Low Calorie,Low Sugar,No
5060495111587,0.13,Low Calorie,Low Sugar,Yes
7622210740427,0.4,Low Calorie,Moderate Sugar,Yes
5010003064768,0.09,Moderate Calorie,Low Sugar,Yes
5014276308505,0.08,Low Calorie,Low Sugar,No
73472001202,0.03,Low Calorie,Low Sugar,Yes
5000234049795,0.99,Low Calorie,Moderate Sugar,No
5000232844231,0.0,Low Calorie,Low Sugar,Yes
96619483556,0.43,Low Calorie,Low Sugar,No
408950,0.27,Moderate Calorie,Low Sugar,Yes
5000159528511,0.67,Moderate Calorie,Low Sugar,Yes
3175681290303,0.04,Moderate Calorie,Low Sugar,Yes
5000354919541,0.27,High Calorie,Moderate Sugar,Yes
4088600167756,0.42,Moderate Calorie,High Sugar,Yes
5010338013363,0.71,Low Calorie,Low Sugar,Yes
5010477362759,0.28,High Calorie,Moderate Sugar,Yes
5053526283131,0.39,Low Calorie,Low Sugar,Yes
5059319021836,0.09,Low Calorie,Low Sugar,No
4056489518273,1.0,Low Calorie,Moderate Sugar,No
4088600463575,0.01,High Calorie,Low Sugar,No
5010498509218,0.12,Moderate Calorie,Low Sugar,Yes
6111184003856,0.0,High Calorie,Low Sugar,No
4088600276250,0.03,Moderate Calorie,Low Sugar,No
6111266961333,1.0,Low Calorie,Low Sugar,No
4088600206462,0.05,Low Calorie,Low Sugar,No
6118000240044,,Unknown,Unknown,No
10596045,,Unknown,Unknown,No
6111028000867,1.0,Moderate Calorie,Low Sugar,No
3155253020644,0.95,Low Calorie,Low Sugar,No
6111243590853,1.0,Low Calorie,Low Sugar,No
9111445003035,,Low Calorie,Low Sugar,No
6111029000064,,Unknown,Unknown,No
6111099000131,,High Calorie,Low Sugar,No
6118000010029,,Unknown,Unknown,No
6111265980212,,High Calorie,Unknown,Yes
20226909,0.01,Moderate Calorie,Low Sugar,No
5942219115845,,Low Calorie,Low Sugar,No
6111026121717,,Unknown,Unknown,No
6111245341422,,Unknown,Unknown,No
6111032010142,0.59,Low Calorie,Low Sugar,No
6111248360376,,Unknown,Unknown,No
3228886030011,0.97,Low Calorie,Low Sugar,Yes
11044204,0.4,High Calorie,Moderate Sugar,No
3564707002158,0.08,Moderate Calorie,Low Sugar,Yes
3043933232701,1.0,High Calorie,High Sugar,Yes
5053827110679,0.32,Moderate Calorie,High Sugar,No
3174780000363,1.0,Low Calorie,Moderate Sugar,Yes
8722700139201,0.74,Moderate Calorie,Low Sugar,Yes
3366321052355,,High Calorie,Low Sugar,Yes
3088540502298,,Unknown,Unknown,No
3278692111145,1.0,Low Calorie,Low Sugar,No
20116712,0.46,High Calorie,High Sugar,Yes
3178530403022,0.59,High Calorie,High Sugar,Yes
3456300002492,1.0,Low Calorie,Low Sugar,No
3124480167057,1.0,Low Calorie,Low Sugar,Yes
3273220080108,1.0,Low Calorie,Low Sugar,No
3502490171606,0.7,Moderate Calorie,High Sugar,No
9002515600530,1.0,Unknown,Moderate Sugar,No
3270190207498,0.22,Low Calorie,Low Sugar,Yes
3068111301246,0.03,Moderate Calorie,Low Sugar,No
8718114807980,0.2,Moderate Calorie,Moderate Sugar,Yes
3033710072927,1.0,Low Calorie,Low Sugar,No
8480000837899,0.05,Moderate Calorie,Low Sugar,Yes
3166352967037,0.11,Low Calorie,Low Sugar,Yes
3088542506256,0.99,Moderate Calorie,High Sugar,No
8480000823656,0.04,High Calorie,Low Sugar,No
8480000171283,0.73,Low Calorie,Low Sugar,Yes
3229820789835,0.14,Low Calorie,Low Sugar,No
3366321052416,,High Calorie,Low Sugar,Yes
8002190020167,0.03,High Calorie,Low Sugar,No
3250391422715,0.59,High Calorie,Moderate Sugar,No
8000500272442,0.79,Low Calorie,Low Sugar,Yes
5600826202982,0.4,High Calorie,Low Sugar,No
3497911119124,0.01,High Calorie,Low Sugar,No
3760049798746,0.09,Moderate Calorie,Low Sugar,Yes
5000112557664,1.0,Low Calorie,Moderate Sugar,Yes
20253929,1.0,Low Calorie,Moderate Sugar,No
5411188091912,1.0,Low Calorie,Low Sugar,Yes
4003586100313,0.05,High Calorie,Low Sugar,Yes
3560071270285,0.02,Moderate Calorie,Low Sugar,No
3038359011436,0.82,Low Calorie,Low Sugar,Yes
5019503034165,0.18,Low Calorie,Low Sugar,Yes
3560071433277,0.04,Moderate Calorie,Low Sugar,Yes
8801073113893,0.06,High Calorie,Low Sugar,Yes
5060132281857,0.62,High Calorie,Low Sugar,No
6111180006059,0.0,High Calorie,Low Sugar,Yes
8719200204768,0.94,Moderate Calorie,Low Sugar,Yes
5055940101169,0.0,Low Calorie,Low Sugar,Yes
4088600190105,0.7,High Calorie,Low Sugar,No
5010251430896,1.0,Low Calorie,Low Sugar,No
5010029229158,0.26,Moderate Calorie,Moderate Sugar,Yes
5011766778008,0.29,High Calorie,Moderate Sugar,No
4088600223612,1.0,Low Calorie,High Sugar,No
4056489594512,0.55,High Calorie,Low Sugar,No
5060198642289,0.02,High Calorie,Low Sugar,No
3046920028424,0.93,High Calorie,High Sugar,Yes
5010928459502,0.86,Low Calorie,Low Sugar,Yes
5011273044757,0.99,Moderate Calorie,High Sugar,No
4088600157887,0.86,Low Calorie,Moderate Sugar,No
5059697256110,0.68,High Calorie,Low Sugar,Yes
8411859552176,0.03,High Calorie,Low Sugar,Yes
5000328015552,0.12,High Calorie,Low Sugar,Yes
427920,0.04,Low Calorie,Low Sugar,Yes
5036829756304,0.4,Low Calorie,Low Sugar,No
6111069003049,,Low Calorie,Low Sugar,No
7622201693930,0.75,Low Calorie,Low Sugar,Yes
5010034013995,0.02,Low Calorie,Low Sugar,Yes
5021991938771,0.97,Moderate Calorie,High Sugar,Yes
6111180003829,0.86,Low Calorie,Low Sugar,Yes
24000124955,1.0,Low Calorie,Moderate Sugar,No
5012121005241,0.05,Low Calorie,Low Sugar,Yes
1774207,1.0,Low Calorie,Moderate Sugar,No
6111126001599,0.86,Low Calorie,Moderate Sugar,No
6111184007649,0.6,Moderate Calorie,Moderate Sugar,No
5060317351474,,Low Calorie,Unknown,Yes
961035,0.09,Low Calorie,Low Sugar,No
6111232000974,,Unknown,Unknown,No
5060853640032,1.0,Low Calorie,Low Sugar,Yes
6111032001393,,Unknown,Unknown,No
1498257,0.41,Low Calorie,Low Sugar,No
8719200265837,1.0,High Calorie,Low Sugar,Yes
6221155025265,,Unknown,Unknown,No
5056138202545,0.86,Low Calorie,Low Sugar,Yes
6111266070998,1.0,Low Calorie,High Sugar,Yes
6111259091801,,Unknown,Unknown,Yes
3760121219732,0.74,High Calorie,Moderate Sugar,No
3175681297104,0.25,High Calorie,Moderate Sugar,Yes
8719200276581,1.0,High Calorie,Low Sugar,Yes
8643729134223,0.09,High Calorie,Low Sugar,Yes
3564700309575,0.26,Low Calorie,Low Sugar,Yes
3023260030980,0.0,Moderate Calorie,Low Sugar,No
3175681854482,0.25,Low Calorie,Low Sugar,Yes
3017760857062,0.32,Low Calorie,Low Sugar,Yes
3478820600651,0.03,Moderate Calorie,Low Sugar,No
3250390012030,1.0,Low Calorie,Low Sugar,No
3564707000864,0.79,Low Calorie,Low Sugar,Yes
3229820021003,0.32,High Calorie,Moderate Sugar,No
3468570726299,,Low Calorie,Low Sugar,No
5410188011326,1.0,Low Calorie,Moderate Sugar,Yes
4006985905800,0.95,Moderate Calorie,High Sugar,Yes
3229820789880,0.46,High Calorie,High Sugar,Yes
40122274,0.96,Low Calorie,Low Sugar,Yes
3250390272007,0.16,Moderate Calorie,Low Sugar,Yes
3175681257528,0.28,High Calorie,Moderate Sugar,Yes
20052713,0.81,High Calorie,Low Sugar,No
3083680085335,0.04,Low Calorie,Low Sugar,Yes
3250390819455,0.05,Moderate Calorie,Low Sugar,Yes
3451790852497,0.67,Low Calorie,Low Sugar,Yes
3760091722515,0.75,High Calorie,Moderate Sugar,No
3330720237613,0.96,High Calorie,High Sugar,Yes
20276539,0.98,Moderate Calorie,High Sugar,Yes
3095754220016,1.0,Low Calorie,Low Sugar,Yes
8711000519776,0.57,High Calorie,High Sugar,Yes
5449000052926,1.0,Low Calorie,Moderate Sugar,No
3250392538811,0.96,Low Calorie,High Sugar,No
3229820181363,0.08,Low Calorie,Low Sugar,Yes
4008258274019,0.24,High Calorie,Moderate Sugar,Yes
5010029221091,0.34,Moderate Calorie,Moderate Sugar,Yes
20080709,0.07,Low Calorie,Low Sugar,Yes
5901234123457,0.7,Low Calorie,Low Sugar,Yes
20103699,0.02,Moderate Calorie,Low Sugar,No
3154230801054,0.0,Low Calorie,Low Sugar,Yes
20561338,0.93,Low Calorie,Low Sugar,Yes
4056489546085,0.05,High Calorie,Low Sugar,No
4963406,1.0,Low Calorie,High Sugar,Yes
4056489150527,0.69,High Calorie,Moderate Sugar,No
8480000142146,0.24,High Calorie,Moderate Sugar,No
3154230802310,,Moderate Calorie,Low Sugar,Yes
7394376615979,0.49,Low Calorie,Low Sugar,No
4056489108160,1.0,Low Calorie,Moderate Sugar,No
3329770083233,0.92,Low Calorie,Moderate Sugar,No
8410376059366,0.01,High Calorie,Low Sugar,No
8480000795946,,Unknown,Unknown,Yes
8410376057270,0.02,High Calorie,Low Sugar,Yes
5010003001169,0.07,Low Calorie,Low Sugar,Yes
8480000861900,1.0,High Calorie,Moderate Sugar,No
4056489628347,1.0,Low Calorie,Low Sugar,No
8001060024649,0.12,Moderate Calorie,Low Sugar,Yes
5000237127285,0.68,Low Calorie,Low Sugar,Yes
5000111043991,0.82,Unknown,Moderate Sugar,Yes
8711200344130,0.95,Low Calorie,Moderate Sugar,No
5000127141193,0.38,Moderate Calorie,Moderate Sugar,No
5050974000655,0.06,Moderate Calorie,Low Sugar,No
5013665103776,0.01,Low Calorie,Low Sugar,No
5036589204121,0.88,Low Calorie,Moderate Sugar,No
5000232814500,1.0,Low Calorie,Low Sugar,No
5000119511027,,High Calorie,Unknown,No
58449771890,0.16,High Calorie,Moderate Sugar,No
8001060002319,0.3,High Calorie,Low Sugar,Yes
5057545696439,0.02,High Calorie,Low Sugar,No
4088600090849,0.99,Moderate Calorie,High Sugar,Yes
6111017042236,0.84,High Calorie,High Sugar,Yes
4088600157924,0.0,Low Calorie,Low Sugar,No
6111259343009,0.55,Low Calorie,Moderate Sugar,Yes
5000175411187,0.06,Moderate Calorie,Low Sugar,Yes
4088600311357,0.83,Moderate Calorie,High Sugar,Yes
4056489815785,0.99,High Calorie,High Sugar,Yes
4016241040503,0.87,Low Calorie,Low Sugar,No
5056142400005,0.05,Moderate Calorie,Low Sugar,Yes
8410376008371,0.27,High Calorie,Moderate Sugar,Yes
3330720244000,1.0,Low Calorie,High Sugar,Yes
5060055251272,1.0,Moderate Calorie,Low Sugar,Yes
8001665705066,0.04,Moderate Calorie,Low Sugar,Yes
6111017042441,0.88,High Calorie,High Sugar,Yes
8402001010484,0.91,Low Calorie,Low Sugar,Yes
20142360,0.0,Moderate Calorie,Low Sugar,No
3073781111576,1.0,Moderate Calorie,Low Sugar,No
6111032008705,1.0,Low Calorie,Moderate Sugar,Yes
5449000126641,1.0,Low Calorie,Low Sugar,No
8719200262140,1.0,Moderate Calorie,Low Sugar,Yes
5900020043481,0.01,Moderate Calorie,Low Sugar,Yes
370950,1.0,Moderate Calorie,Low Sugar,Yes
5060149576052,0.05,Moderate Calorie,Low Sugar,No
6111259346260,0.58,Moderate Calorie,Moderate Sugar,Yes
4056489989356,0.59,Low Calorie,Low Sugar,Yes
6111246722084,1.0,Low Calorie,Low Sugar,No
6111250477154,0.88,High Calorie,High Sugar,No
8410376074307,0.01,High Calorie,Low Sugar,Yes
6111259345782,,Unknown,Unknown,No
6111126005344,1.0,Low Calorie,Low Sugar,No
6111252422428,,Low Calorie,Low Sugar,Yes
796554056180,,Unknown,Unknown,No
3033490004743,1.0,Low Calorie,Low Sugar,No
5010477348432,0.37,Moderate Calorie,Moderate Sugar,Yes
5010477350954,0.35,High Calorie,Moderate Sugar,Yes
3523230014267,1.0,Low Calorie,Low Sugar,No
3256540001794,0.33,Moderate Calorie,Moderate Sugar,Yes
3023290234853,1.0,Low Calorie,Moderate Sugar,Yes
3033491402807,0.68,Low Calorie,Moderate Sugar,Yes
3029330004233,0.14,Moderate Calorie,Low Sugar,No
3033710075225,,Low Calorie,Low Sugar,No
3229820793689,0.95,Low Calorie,Low Sugar,Yes
3387390406719,0.33,Moderate Calorie,Moderate Sugar,Yes
3229820769141,0.46,High Calorie,High Sugar,Yes
