product_code,product_name,brand
6111099000629,Huile de table,Lio
6111242105676,LADID,Jaouda
6111259346710,,Be
5059319030517,Corn Flakes,Kelloggs
3760091721747,Beurre de cacahuètes du Nicaragua,Ethiquable
3175681257542,Cranberry saveur amande,Gerblé
3175681257535,"Biscuits 3 graines Kasha, Sésame, Pavot",Gerblé
8480000095367,"Muesli con quinoa, chía y chocolate negro",Hacendado
5013665108344,Smooth Organic Peanut Butter,Whole Earth
8412674005021,Megachok,arluy
3182189999805,Biscottes sans sel et sans sucre ajoutés,Pasquier
6111243860383,ice POMME 1.5l,ice
6111252421971,Aquafina,Pepsi cola
5449000132277,fanta tops lemon 1.5l,
6191585701858,كريميو,Cremio
3228857002245,Pain de mie american sandwich rustique sans sucres ajoutés 500g,Harry's
7622210988034,Véritable petit beurre,"LU, Mondelez, Mondelez international"
3451790988813,Le Beurre Tendre Demi-Sel Barquette,"Elle & Vire, Savencia"
3124480184344,Orangina,"Orangina, Orangina Schweppes France, Schweppes International Limited"
3272770004725,"9 Minis St Moret (17,8% MG)","Savencia, St Moret"
3760091722508,Chocolat noir 85% Madagascar,Ethiquable
3036810201280,Dijon Originale,Maille
8480000239266,Bebida de almendra 0% azúcares,Hacendado
5000157078773,Heinz Beanz No Added Sugar,"HAUGEN-GRUPPEN AS,Heinz"
5449000044808,,"Schweppes,Coca Cola"
5060406080452,Barista Organic Oat M*lk,Minor Figures
5053990161966,Pringles Texas BBQ 165g ajman,Pringles
4088600225425,Canadian Maple Syrup,Specially Selected
6111259344501,Extrem,Excelo
3029330069898,,Jacquet
7622210416681,Biscottes,"Heudebert,Lu,Mondelez"
5000168198514,Sablés chocolat,McVitie's
8721800402055,Leerdammer original 8 tranches 200g,Leerdammer
5000184321071,Real Mayonnaise,Hellmann's
5060482840766,Peanut Butter Oat Bars,Deliciously Ella
6111242101852,لينيا,Jaouda
5060088700105,NAKD PROTEIN - Cacao noisette - 45g (16x1p),Nakd
6118000040361,Chargement…,
6111128000477,Eau minérale,
6111266962569,6111266962569,Jaouda
8000500037560,Kinder Bueno,Kinder
7622210416629,La Biscotte 96% de céréales,Heudebert
5000232902450,Baked Beans,Branston
4056489608264,Huile d'olive bio,PRIMADONNA
130509,Wheat Biscuits,By Sainsbury's
6111245341019,,Khayrat
8681480324484,,
6111032006985,Danao Pèche-Abricot,Danone
39047011304,Shortbread Fingers,Walker’s
6111250475129,Mayonnaise,Bol Bol
6111242102941,Yogurt Bnine BANANA,Jaouda
6111126005696,Proteines Mangue,Chergui
3478820023184,Pâte à tartiner chocolat noisette,"Jardin bio, Léa Nature"
5411188110842,Rich and indulgent Hazelnut,Promise Gluten Free
20665241,Yaourt à la grecque,envia
3497917000907,Chips saveur fromage du Jura,Brets
8480000512239,Queso Blanco Pasteurizado Light,Hacendado
4056489367260,Mon p'tit plaisir,Milbona
6130234001147,Lala kheddidja,cevital
90162602,Redbull,Red Bull
5013665113133,Crunchy Peanut Butter,Whole Earth
8719200252332,proactiv,Flora proactiv
5060482841565,Nutty Granola,Deliciously Ella
6111259341517,Top cookies,Excelo
5060198643156,Margherita Sourdough Pizza,Crosta & Mollica
6111259346345,cooky original chocolate chips,Be
3228857000883,Extra moelleux nature,HARRYS
3229820794624,Galettes riz complet Bio,Bjorg
3336971805038,Chips de lentilles saveur tomate mozza,"Natu' & Bon,Vico"
8024884500403,COURMAYEUR Eau Minérale Naturelle 1.50 L,Courmayeur
8480000213587,Griego Ligero Natural,Hacendado
5000111047517,HP the Original Brown Sauce,HP Sauce
5010029226133,Alpenmüsli The Original Swiss Style,Weetabix
4056489620938,Beurre de cacahuètes,Maribel
6111005054098,sucre arôme vanille,Alsa
5052320269839,Tesco Finest Greek Yoghurt,Tesco
61232202952,Fine Milled Oatcakes,Nairn's
7610313390076,Herbamare original,A.Vogel
8076809513388,Arrabbiata,Barilla
3029330071280,Pain complet,Jacquet
5010477353115,Crunchy Oat Granola Raisin & Almond,Jordan
10066980,Organic Houmous,Tesco
359047,Italian Tomato Purée Double Concentrate,"Sainsbury's,by sainsbury's"
5059319023762,Miel pops,KELLOG'S
6111259375628,,
5000112611878,PET 1.75L COCA COLA® ZÈRO,Coca-Cola®
5010029202410,Weetabix,Weetabix
20072360,Danpak spreadable,Danpack
7622210834751,Milka oreo,Milka Oreo
20994945,Natural Cottage Cheese,Milbona
4088600046648,Original Full Fat Soft Cheese,Emporium
612322000202,Fruit & Seed Oatcakes,Nairn's
6118000090762,rinomicine,Rinomicine
6111246721957,Le berger From blanc Nat,
6111028001246,vqr 24p original,
5010477348630,"Muesli bio 36% fruits, noix & graines",Jordans
3608580758686,Confiture Fraises,Bonne Maman
3270190127765,Chocolate negro,"Carrefour BIO, Carrefour"
3660140948258,Savane,Brossard
50112784,Lemon,"Aquarius, The Coca-Cola Company"
5060088701447,Cocoa Orange,Nakd
5000436616443,Corn Flakes,Tesco
5013665103028,Belgian Dark Chocolate Rice Cake Thins imp,Kallø
5010171005006,Spreadable Tub,Country Life
6111265980229,Nutabella,
3176571983008,Viva lait 1/2 écrémé,candia
3159470001424,Céréales All Bran Kellogg's Fibre Plus,Kellogg's
3302740047404,Le Supérieur -25% de Sel - Conservation sans Nitrite,Fleury Michon
22314010025,Crème de marrons de l'Ardèche,Clement Faugier
6194007510014,eau minérale naturelle,Sabrine
5031021164032,Italian Chopped Tomatoes,Tesco
5060120281975,Organic Oat Drink imp,Rude health
5060719920001,Absolute black dark chocolate,Montezuma's
5056053308742,Vegetable and roast chicken soup,YORKSHIRE PROVENDER
6111255771196,Noisetta,
6111259341654,eyoo,Excelo
3502110009357,Pepsi Max,"Pepsi zero, PepsiCo"
3229820798110,Granola Chocolat,Bjorg
8715700112596,"Ketchup zéro sel ajouré, 70% moins de sucres",HEINZ
3760049798029,Tartines Bio quinoa & graines 450g,"La Boulangère Bio,La boulangere"
3480341000704,Carré frais 0 pourcent ail et fines herbes,Elle & Vire
3560070910366,Huile d'olive vierge extra,"Carrefour BIO,Carrefour"
3183280000728,Sel Moulu de Méditerranée,la baleine
20022471,Čokoláda na vaření,"Fin Carré, lidl"
20920210,Chicorée Café,Bellarom
8410376017113,Biscuits Mega Duo imp,Gullon
7613287157201,Cheerios Multigrain,Cheerios Multigrain
8052575090247,Nocciolata,Rigoni di Asiago
5011157888132,Tilda Steamed Brown Basmati Rice,Tilda
6111242660373,Beurre badaouia,
6111032007968,Crème caramel,Danone
6111199000017,Flash Wondermint Gum,Flash
6111162001416,Delicia,maroc
6111259346352,cooky,be
4056489997511,Bio Hafer,Vemondo
8000500426494,Nutella Plant-Based,"Nutella, Ferrero"
3252210390014,,Lactel
3254550006013,Crème sous pression à la vanille 250g,Isigny Sainte-Mère
7622210995063,180G LT NOISETTE COTE D OR,Côte d'Or
3029330022411,Maxi Tranches Sans sucre ajouté Nature,Jacquet
5410221305085,Schweppes Agrum',"Orangina Schweppes,Schweppes"
3281780893915,Mon Taboulé Oriental,Pierre Martinet
4056489033042,Noisettes grillées,Alesto
8480000235794,Ketchup,Hacendado
5054775188239,Tesco British Salted Block Butter,Tesco
884912005502,Grape-Nuts,Post
61232202556,Dark Chocolate Chip Oat Biscuits,Nairn's
4056489491217,Skyr,Milbona
1784060,SO organic Mayonnaise,Sainsbury's
6111266960343,Perly,Perly
6132500711040,El Mordjene Crème De Noisettes Grillées,Cebon
3155251205524,beurre,Président
3664346306003,Grand Arôme 32% de Cacao,Poulain
3608580823445,Fraise Intense,Bonne Maman
3229820786605,Crousti' Avoine Chocolat,Bjorg
8712100731822,Amora Spécialité à la moutarde de Dijon aux épices et aromates Savora Bocal 385g,"Amora, Unilever"
5449000232311,FuzeTea Thé glacé pêche intense,FUZE TEA
3182180002542,Grilletine Sans sucres ajoutés Blé complet,Pasquier
5000111041836,Worcestershire Sauce,Lea & Perrins
1206111,Greek style natural yogurt,Sainsbury's
6111032007128,Jibi,Centrale Danone
6111259344129,Sergio,excelo
5059697684616,Dark Chocolate,TESCO finest
4005808173457,,
3249760000654,Orangina,Orangina
5410126806069,LOTUS BISCOFF Speculoos Original - 250g (2x125g),"Lotus Bakeries, Lotus"
7622400006753,Noir 70% Intense,"Côte d'Or,Mondelēz"
4056489369134,Biscuits Germe de Blé et Pépites de Chocolat,"Lidl,Sondey"
4014400901191,Merci Finest Selection Assorted Chocolates,Storck
3083681148619,Carottes rapees citron dnp 320g,Bonduelle
3154230810131,HERTA LE BON PARIS Jambon sel réduit sans nitrite x4-140g,"HERTA, Le Bon Paris"
5000354908248,Custard powder,Bird's
5025125000174,Everyday Tiger Rolls with Sourdough,Jason's
3265474000018,Huile Isio 4,Lesieur
3278693504076,Emprésuré au chocolat,Malo
8002270116544,San Pellegrino,"San Pellegrino, Nestlé"
8480000141583,Tortitas de maíz,Hacendado
5411188128311,Coco Sans Sucres,alpro
20060831,Premium Fruit & Nut Muesli,Lidl
6111195016937,Creme a tartiner,Leka c
7622210834713,Milka wholenut,Milka
4061459329834,Oat,"Aldi,Acti Leaf"
5060088700099,nakd peanut butter protein bar,Nakd
3664346306621,100G POULAIN LIGNE NR,"Fine gourmande,Poulain"
8715700421353,Tomato ketchup,Heinz
9002490205973,25 cl Red Bull - Energy Drink,"Red Bull, حلال"
4056489216155,Pudding,Milbona
20534455,Abricot sec,Alesto
8410076901026,Barre céréales Protéines peanut& chocolat🍫,Nature Valley
3073780918763,babybel,Babybel
5018357804764,Nutty Granola,Dorset Cereals
6111032009443,Activia ananas fraise,"danone, سنطرال دانون"
6111266960725,MUSCLY FROMAGE 24,"Jaouda, Copag"
6111245340487,Or Blanc,Or Blanc
7622100977063,,
8718481351000,Aloe vera,2025
3229820019192,Pain complet 3 céréales,Bjorg
8076809529419,Pâtes spaghetti au blé complet integral 500g,Barilla
3272770096942,Le goût primeur - Ligne & plaisir,"Savencia,St moret"
20474478,Peanut Butter,Mcennedy
20103644,Kokosmilch,Freshona
8000430133035,Mozzarella,Galbani
8480000229663,Corn Flakes 0% azúcares añadidos,Hacendado
4056489424918,Beurre de cacahouète,Maribel
3272770016131,Chavroux Pur Chèvre,Chavroux
8410076600790,Nature Valley Crunchy Oats & Honey,Nature Valley
5020364010144,Cinnamon & Raisin Bagels,New York Bakery Co
8719200255333,ProActiv,ProActiv
5010044010144,Soft Pittas Easy to Fill Wholemeal,warburtons
5018357804849,Oat Granola,Dorset Cereals
6111259341272,Genova - Double Creme,Excelo
6111259344013,B'ono Wafer,Excelo
4006985902304,L'Original - Cacao en poudre non sucré,Van houten
3041090061615,"Bâtonnets de céréales fourrés (47,5 %) au chocolat - Cracotte Chocolat","LU, Mondelez"
5000159461122,,Snickers
3155250349793,La crème des chefs ferme et onctueuse gastronomique,President
3083680613576,Lentilles préparées 1/2,Cassegrain
8719200031449,Fruit d'Or Oméga 3 Doux - Sans huile de palme - 450g,Fruit d'Or
8410076481597,Tortilla Nachips Original,Old El Paso
5021185201223,Geeta's Mango Chutney imp,Geeta’s Foods Ltd
5057545745946,Chopped Tomatoes,Tesco
5060362071709,Organic Gluten-Free Oat Drink,Plenish
5000119118615,Italian Tomato Purée,Tesco
5000342000398,Meat Free Tasty Sausages,Richmond
6111017046043,Tentation aiguebelle,Aiguebelle
5059319029016,Special K,Kellogg's
363174,Seeded Sourdough Half Bloomer,Sainsbury's
5010477356239,Muesli bio chocolat noir,Jordans
8076809573252,Baiocchi nocciola 260g,Barilla
8480000205599,Yogur natural al estilo griego,Hacendado
8711200547982,,Amora
8410376033267,Digestive Avena,Gullón
20005726,Nut & fruit mix classic,"Alesto, Lidl"
20283360,Fiocchi di avena integrali,CROWNFIELD
11210697003,Sriracha,"McIlhenny Company, Tabasco"
6111005210111,,Unilever
5056053304706,Vegetarian Sausages,Linda McCartney's
1162622,Chickpeas in water,"Sainsbury's, Greencane paper"
6111162001188,Délicia - confiture d'abricot,Délicia
6111271800023,العين,la source
3502110009449,Orangensaft,Tropicana
3038359004544,Sauce Tomate concentrée cuisinée aux petits légumes,Panzani
8000500227848,B-ready 6 pièces,Ferrero
3564700005552,,"Délisse, Marque Repère, Leclerc"
8480000095718,Copos de trigo espelta integral 0%,Hacendado
20177492,Sciroppo d'acero canadese,McEnnedy
3412290070385,Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande - Sel réduit -25%,"Le Fromage Fouetté Madame Loïk, Paysan breton"
5000168001104,Table Water Biscuits,Carr's
5010338014339,Coconut milk,Blue Dragon
5000246728800,Spreadable,Yeo Valley Organic
6111242102361,Raib vani jaouda,Jaouda
7613287366665,Nesquik Cereal,Nesquik
7622202025587,tuc,Tuc
5410041005707,Pim's Sinaasappel,LU
3228021170053,La bûche fondante,"Lactalis, Président"
3564700371107,Eau de source de montagne Laqueuille,"Marque Repère, Laqueuille"
20022952,Eau de source,Saguaro
3228857001101,Beau & bon pain de mie complet lin tournesol 320g,Harrys
87157154,Classic Barbecue - Smokey & Rich,Heinz
8410300349051,Caldo casero de pollo,Gallina Blanca
4001954161010,"Kerrygold, original irische Butter aus Weidemilch","Kerrygold,Ornua Deutschland"
6130758000022,Guedila,Guedila
3046920021043,Noir intense dessert 70%,Lindt
5010029219326,No Added Sugar Muesli imp,"Alpen, Weetabix"
51000005,Cheese & Onion Flavour Potato Crisps,Walkers
4056489143833,Крема сирене,Milbona
4058172309519,Multivitamin,"Mivolis, dm"
6111162001102,Thon Joly,"Joly,Doha"
5010044002378,Farmhouse Soft Bread,Warburtons
5000159535267,Dark Chocolate Nuts & Sea Salt Bars,KIND
5060362071594,Organic Almond milk,plenish
5036829756328,Mediterranean Falafel,Gosh!
5060198645617,Durum wheat flatbreads,crosta & mollica
3175681851863,Biscuits Soja Figue,Gerblé
3183280001800,sel,baleine
3187570015447,Café moulu pur arabica des petits producteurs,Malongo
8008698005576,Pan de Molde Clásico,Schär
8410376047578,Digestive Avena Naranja,Gullón
4056489195917,Jemné ovesné vločky,"Crownfield,Lidl"
5411188134985,Alpro Not Milk,ALPRO
5701977000097,Organic Vegan Block,Naturli'
3175681280502,Le petit Gerblé nature,gerblé
5057545916049,CREAM CRACKERS,Tesco
277679,Greek Style Natural Yogurt,By Sainsbury's
5000246728725,Anchor Butter,Anchor
3760324300015,2 Steaks végétaux et gourmands,Happyvore
6111162001195,Double concentré de tomates,Délicia
6111242101982,Ghilal,Jaouda
6111252420059,Pepsi 2L,Pepsi
1208610,Baked Beans in tomato sauce,Sainsbury’s Organic
6111243570169,Matina,
6111032007043,beurre central 1kg,Centrale
6111246722039,fromage herbes milky food,milky foof
3178050000749,Huile d'olive,Puget
3056440070896,Bastogne,"LU, Mondelez"
8480000808592,10 Tortillas Trigo,Hacendado
3760049798869,Pain de mie Bio grandes tranches complet sans sucres ajoutés 500g,La Boulangère
3760049798845,Pain de mie grandes tranches Avoine & Graines 500g,La BOULANGÈRE
8000500359488,90G FERRERO ROCHER TABLETTE LT,Ferrero Rocher
13764027053,Organic Bread 21 Whole Grains and Seeds,Dave's Killer Bread
6111184001180,Confiture de fraise,El Baraka
5900951311505,Snickers,offer
7622300441937,Philadelphia Original,Mondelez International
3428273980046,Lait 100 % français Matin Léger® Demi-Écrémé,Lactel
3700278400881,Banania Original - Cacao Céréales Touche De Banane & Miel,Banania
3017760819121,Chamonix,LU-Mondelez
5053827110983,Céréales Miel Pops,Kellogg's
3259011799893,Galettes Boulgour & Sarrasin à l'Emmental,Céréal
5000159459228,Twix Double,Mars Wrigley
3229820762692,Tofu nature,Bjorg
3083681093926,Aubergines cuisinées à la Provençal,Cassegrain
20815400,Cashew-Cranberry-Mix,Alesto
5000426171518,AFTER EIGHT Coffret 300g,After Eight
3165433724019,Cassonade pure canne,Daddy
3182180002436,Pain Grillé l'Original,BRIOCHE PASQUIER
3329770076471,Calin Extra,"Calin, Yoplait"
3154230600183,HERTA TARTE EN OR Pâte Feuilletée 230g,"HERTA, Tarte en or"
5010578008020,Cottage cheese,Longley Farm
4056489406662,High Protein Drink Gusto Vaniglia,"Lidl, Milbona, Milbona (Lidl)"
5000119117342,Wheat Biscuits malty & crispy,Tesco
8480000864673,Pan de molde natural trigo espelta 100% integral,Hacendado
3175681290297,Cookie Chocolat saveur noisette Sans sucres,Gerblé
5099077004306,Sourdough  bagels,Fitzgeralds Sourdough Bagels
6118000041566,DoliGrippe,
6111031005194,,Oreo
3175681077324,Biscuit chocolat saveur amande,Gerblé
3068320080000,Evian,Evian
3175681134935,"Gerblé - Sablés sans sucres saveur citron et Yuzu, 132g (4.7oz)",Gerblé
3229820794648,Galette de mais,Bjorg
3175681116863,sablé sésame saveur vanille  - Gerblé sans sucres,Gerblé
3027030011810,Sticks et bretzels d'Alsace,"Dr. Oetker, ANCEL"
3229820019604,Soja nature sans sucre ajouté bio,Bjorg
3254381025887,CRISTALINE Eau De Source 1L,Cristaline
8410376023831,Digestive zero sin azúcares,Gullón
3021690201123,Lentilles Cuisinées à l'Auvergnate,Raynal & Roquelaure
5053827199568,Tresor - Choco Nut,Kellogg's
4008400163826,Ferrero Rocher,Ferrero
8005110517006,Pastasaus m/Basilikum,"Mutti, Oluf lorentzen as"
5740900805309,Lurpak Spreadable Slightly Salted,Lurpak
5900617002983,Granola Sante Czekoladowa,nutrition-sante
5057545928769,Farmhouse Super Seeded Loaf,Tesco
3608580088486,Hazelnut Chocolate Spread,Bonne Maman
5060367181274,Smooth Peanut Butter,Pip & Nut
5017764128128,Sea Salt & Balsamic Vinegar Crisps,Kettle
8410261643014,Simon life,Don Simón
6111242040991,Fakiat Barbeque,leader food
8720182592446,Real Mayonnaise,Hellmann's
3175681026766,Crousti'Son Miel 🍯🐝Sésame,Gerblé
3175681110106,Germe de blé,Gerblé
3046920022705,Excellence Noir Orange Intense,Lindt
8000500267103,Delice,"Kinder,Ferrero"
37600106412,Beurre de Cacahuètes Extra-Crunchy,"Hormel Foods Corporation, Skippy"
7311071330815,Krisprolls - Wholegrain Complets,Pågen
5053990101542,pringles hot & spicy,pringles
3240931548135,Lustucru gnocchi a poêler format xxl 720g,"Lustucru, Lustucru selection"
5060337222143,Kefir yogurt,Biotiful
6111021022002,Aicha Double Concentré De Tomates 140 G,Aicha
5016451062110,Seabrook sea salt,Seabrook
6111029000040,,نلزه
6111018908999,nido,Nestlé
6111203007360,hollandis class 16p,talberjt
3228021170060,CHAUSSEE AUX MOINES 340g,"Lactalis, chaussée aux moines"
7622300685782,Philadelphia nature 300g,"Kraft, Kraft Foods, Mondelèz International, Philadelphia"
3229820783673,Fourrés chocolat lait noisettes,Bjorg
7394376665028,Semi Oat Drink,Oatly
4388860015324,Süßstoff,"Rewe, ja!"
4056489159506,Low Sugar Granola Original,Crownfield
6111203003430,Cheesy fromage,Margafrique
16843697000,Yankee,
3159470005071,Céréales Extra Pépites Chocolat Noisettes,Kellogg's
4006985755863,Cacao non sucré Le Bio,Van Houten
3380380047749,Tartines craquantes au sarrasin,"Ekibio, Le pain des fleurs"
20116705,galettes riz chocolat noir,"Sondey, Bio Organic"
8410179009391,Huile d'olive vierge extra,Tramier
20173074,Crispy Fried Onions,"Batts, Kania"
8480000228369,Crema de cacahuete 100% crunchy,Hacendado
8002210112445,Classic pesto,Filippo Berio
5055958705427,Graze lemon and blueberry,Graze
3560071507480,Pâte à tartiner,"Carrefour BIO, Carrefour"
6223000495971,Hohos,
7613037792935,Nan optipro,Nestlé
6111031005293,Bimo,Merendina
6111046003109,,
6111270030018,Pikota,
6111031005385,Oreo original,Mondelez
5054563100108,,
3228021170022,President emmental coeur de meule 250g,"Lactalis, Président"
8076800376999,Lasagne all'uovo,Barilla
3033491482953,Hipro Myrtille,"Hipro, Danone"
3451790563256,Beurre à teneur réduite en M.G. (60%) doux,"Montfleuri, Savencia"
3664346315371,Grand Arôme moins de sucre,Poulain
8718114734484,Maille Mayonnaise,Maille
3229820796857,Flocons d'avoine,Bjorg
8853662056012,Sriracha Hot Chilli Sauce,"Flying Goose Brand, Exotic Food"
8410066131334,Mayonesa sabor tradicional,Kraft
3073781192254,03.06.2024 DEU101H 0?:14 4,La vache qui rit
5010043000917,Malt Loaf,Soreen
7613287170989,shredded wheat,Nestlé
6194039501011,Eau minérale naturelle,Hayet
5449000025272,Haway tropical,Hawai
8480000864833,Tortitas de arroz y legumbres,Hacendado
10065891,Tesco Houmous,Tesco
5036589254836,Kefir Natural,Yeo Valley
5449000060068,Schweppes citron,Coca-Cola
5285000397465,Indomie,beldi
6111250471565,La delicieuse,
6111099000179,,Lousra
5022824240061,White Bread wraps,dina
6111024004753,Hille,
6111259093102,cheeslé blanc nature,afs
5010477354051,Muesli Bio Superfruits,Jordans
3033491454080,SKYR,Danone
3392460481114,Biscottes Pleine vie Sans sel ajouté,"Heudebert, Lu, Mondelez"
3228021170046,Emmental râpé,"Lactalis, Président"
3183280012875,Sel de mer,La baleine
3366321051549,ST HUBERT OMEGA 3 doux 255G,"St Hubert, St hubert omega 3"
3661344288690,Crèmeuh chocolat,Les 2 vaches
4056489007166,Pain de mie extra-moelleux nature,Maitre Jean Pierre
3770008009653,La pâte à tartiner cacao noisette,Funkie
20005771,Whole Nut Milk Chocolate,Fin Carré
8001665714372,Tortellini ricotta & épinards,"Giovanni Rana, Rana"
8410376040425,Cuor di Cereale,Galletas Gullon
8715700423951,Tomato ketchup 50% less sugar and salt,Heinz
5055940101145,Buttery Taste,Benecol
8717677339914,Milk Chocolate,Tony's Chocolonely
5055958706288,Smoky Barbecue Crunch,graze
6111248360123,Ain soltane 50cl,
8402001014581,Bebida de avena 0% azúcar,Hacendado
40063690,,
3228850000262,Pain AMS 7 céréales,Harrys
3175681134904,Sablé Nature sans sucres,Gerblé
3183280017337,Sel Fin,La baleine
8410188012092,Corn Flakes,Kellogg's
3263670162219,Plain Sardines,Connétable
3487400000392,Blé tendre cuisson 10 min Ebly 500 g,Ebly
3229820797861,Croustillant 3 noix,Bjorg
8480000094742,Granola baja en azúcares,Hacendado
20697075,Moutarde de Dijon,"Kania, Lidl, Winarom"
3092718637064,TSR GRENADINE 60 CL,Teisseire
5000108030904,Jumbo Rolled Oats,Quaker
5034467000650,Tofoo Naked Xl,The Tofoo Co.
1117011,Unsalted English Butter,"Sainsbury's,by sainsbury's"
6111032009146,Actimel,Danone
5060362071051,Organic Oat drink,Plenish
6111024001288,Oleor,
5410093179616,540093179616,gonga
3302740087103,Les Tranches Végé Haricots Blancs,FLEURY MICHON
3045320008401,Confiture fraise -30% de sucres,andros
7311070346916,Gifflar Cannelle,"Gifflar, Pagen, Pågen"
3168930171058,Ice tea,Lipton
3770016162098,Chipos végétales aux herbes de Provence,HappyVore
5052003786561,Tesco No Added Sugar or Salt Swiss Style Muesli,Tesco
5020580016999,Sriracha Hot Chilli Sauce,
8480000609632,Queso fresco cottage,Hacendado
5000295145054,Mature Cheddar,Cathedral City
5060228323980,Jalapeño Ramona's Heavenly Houmous,Ramona's
5022019010202,belvoir farm elderflower cordial,Belvoir
4056489239956,High Protein Granola Honey & Seed,Crownfield
6111203005021,tartine vital 400g,
8000500415573,Nutella 950g,Ferrero
6111266680098,campo verde,Landor
6111242105348,beurre jaouda 100g,Jaouda
6291003203527,Break Chocolate Fingers,"Break,Tiffany"
3229820791081,Gaufres Miel,Bjorg
3023290634578,Yaos le yaourt à la Grecque,"Nestlé, Yaos"
6194001800111,Safia,"Safia,Sfbt,صافية"
3302740058660,Blanc de poulet 100% filet,Fleury Michon
5000237127261,Original Salted Peanuts,KP
20511296,Wholemeal Seeded Farmhouse Loaf,Deluxe
388030,Wholegrain Bran Flakes,By sainsbury's
1242942,Wholegrain Malties,Sainsbury's
4056489695363,Soya Unsweetened plant based,Lidl
4088600354965,Flaxseed,The Foodie Market
5056051802419,Veg crisps,TYRRELL'S
5054775467549,Butterpak Spreadable,Tesco
6111259341494,top cookies original,Excelo
6111242380295,Tchicolata,
7622201695323,Halls,Mondelez
3095757697105,Blanc de Poulet  - 25% de Sel*,Fleury Michon
3265474573000,Fleur de Colza,Lesieur
20006174,Tartines craquantes Froment,Maître Jean Pierre
3229820794112,Tofu fumé,Bjorg
3088540502663,Miel de Montagne,"Bernard Michaud, L'Apiculteur"
3560070669981,80% cacao noir,Carrefour
3412290071801,Paysan Breton - Le Fromage Fouetté Madame Loïk - Ail et fines herbes de nos régions françaises,Paysan Breton
3033491485756,Fraise Framboise,"Hipro, Hipro drinks, Danone"
4056489300786,Knusper Müsli Schoko,"Crownfield, Lidl"
5014213001049,Crunchy Peanut Butter,Meridian
5013635312160,Chick Peas in Salted Water,KTC
4088600305592,Original Breadsticks,Savour Bakes
5060088705230,Peanut Delight,nākd
6111126001872,Chergui creme fruit de bois,Chergui
8000500391228,"Süßes, Kinderini",Ferrero
6111259344426,Excelo nougat,Excelo
6111126005719,Sport,Chergui
3252378001319,Sel fin iodé,Cerebos
3174660084513,Cassonade,"Béghin Say,La Perruche,Tereos"
3176582033327,Camembert,Le Rustique
3175681170872,"Lentilles cuisinées, riz & soja",Céréal Bio
20298036,Biscottes aux céréales et aux graines,Maître Jean Pierre
7622210416667,Pain grillé Pelletier,"LU, Pelletier"
4056489238072,Aceto Balsamico Di Modena,Acentino
78895126396,Premium Soy Sauce,Lee Kum Kee
349222,Organic Houmous,"Sainsbury's,So Organic"
5010003063457,Seeded,Hovis
6111184001098,confiture,el baraka
5060198820847,Rosemary & Sea Salt Sourdough Crackers,Peter’s Yard
3073781192339,Fromage Produit laitiers,LA VACHE QUI RIT
6111250472708,Jben AKNAZ,Aknaz
6111265980243,,
8722700113348,Ketchup,Amora
3083681094459,Courgettes à la Provençale 1/2,Cassegrain
8410179012230,huile d’olive vierge extra,tramier
8715700421957,Mayonnaise American Style,Heinz
8005510001525,Huile d'olive vierge extra GranFruttato,Monini
8480000336408,Nachos,Hacendado
5411188130055,"Alpro Sojadrink, Schokoladen-Geschmack, Protein 1L",alpro
3770016162036,Nuggets Végétaux et Gourmands,HappyVore
4056489091936,Organic virgin coconut oil,Vita d'or
5000354800931,Ambrosia Rice pudding,Ambrosia
4088600247571,Green lentils in water,Four seasons
8411859551445,Buscalios,Risi
4056489438564,"Granola Coconut, Cashew & Almond",Crownfield
5060337220149,Biotiful Dairy Morello Cherry Kefir,Biotiful
5023762000137,Juicy Oranges Whole Fruit Squash,Rocks
6111242600553,,Reda Food
6111242105669,Ladid fraise,Jaouda
557825,Dark chocolate 75%,Marks & Spencer
6111260265291,Kalos,Kalos
3228857000838,American Sandwich Nature,Harrys
3168930010890,Quaker Cruesli Chocolat au lait,Quaker
3023470020016,Roudor,St Michel
5449000133335,,Coca-Cola
3448781100002,Wattwiller,Wattwiller
3760020508388,Tartined Craquantes Châtaigne,"Jardin bio, Léa Nature"
40822938,,Fanta
20014384,Cacahuètes - grillées & salées,Alesto
5900617012197,Masło orzechowe,Sante
8402001007033,Ketchup Zero,Hacendado
4088600169866,Harvest Morn Granola Raisin & Almond,"Aldi,Harvest Morn"
20843427,Classic Houmous,"Meadow Fresh,Simply Sumptuous"
5057967342044,White Tortilla Wraps,Tesco
5057967395132,Soft cheese,Tesco
6111126001841,Crème Yaourt Brassé 🍋,Chergui
6111243860352,ice cola strong,ice
3341430510019,TAM thon entier a l'huile,tam
6111184008356,Sauce algerienne star,ok
6111242101111,ghani sfr,jaouda
8480000057105,Pechuga de Pavo Cocida 92%,Hacendado
3254691586054,le bio pour toute la famille multifruit,pressade
3272770096850,Le  goût primeur,Saint moret
20115777,Gallette di riso - Cioccolato al latte,Sondey
8480000125866,Chocolate negro 99% cacao,Hacendado
8715035110502,Sojasauce,Kikkoman
3168930168133,Chips Recette Paysanne Nature,Lays
5099801003315,Organic Porridge Oats,Flahavan's
5051790270581,Green Lentils In Water,Tesco
7622201693954,Light Philadelphia,Philadelphia
6294003539054,Kitkat,Nestlé
898999010007,Coconut Water,Vita Coco
